Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Prediction
-42.47411206983827,10.325463349990528,-6.057957201977284,5.842113737269235,-0.3932239113594882,0.12255737402030076,1.4083688031775465,0.10238101443377456,2.7872472082066815,0.23771195370343745,1.1075703814572004,-0.0031762388596336955,-0.023955969804991234,0.16006019533101468,-0.10047247456602726,600.0,0.0
-51.62579147880287,-17.767710511471122,-7.7668485495508826,-1.064943519032792,0.08232059849664441,-0.1896648170482364,0.0448923797252064,-0.4920750996087627,-1.143527467944244,-0.5519420849244103,1.0216979725066673,-0.14385794802454985,0.3613997758862244,-0.20634135506809526,0.31154726022827983,1000.0,0.0
-36.69867751869995,-16.25808456711208,-7.393202877134965,-0.6861925074600377,-1.725011637641284,2.0192968532908036,-4.5872246789143185,-0.8023525925265922,-0.22628098108932004,-0.017293640964788803,2.699892671428121,-0.20776832936862544,1.974226491939462,-0.18781662057651377,0.5783022097876094,900.0,0.0
-32.74719109252164,-6.653644251131547,-12.443429032058798,-0.4561816452884729,0.9168506764781457,0.5229078374102905,-1.9260154994567222,-0.10220307708334186,-0.29679349107947584,-0.06201609051887019,-0.6148349624979408,1.0587871094322236,0.6431393629984477,-0.12479262807359282,1.318995216360109,900.0,0.0
-39.86208276718321,9.301582977617638,-1.7186556212242157,0.4864457528731449,-3.07990129632897,0.4794236842744569,-0.5257689315981058,1.1441179559239263,-1.055806314361782,0.7723577158579638,-0.3360485095133645,0.15028053659208562,-0.3790199599811089,-0.07602842021424039,0.8725506996664256,900.0,0.0
-40.94002092075684,9.936297577308817,-5.797208969300978,6.05312136178062,0.2376940002255834,-0.43674355222615724,1.5538682546662468,-1.5509633394521969,2.801494606563491,0.6111905356805444,1.2737294066262637,-0.8118043915262607,-0.02500717229442112,-0.4513109388204172,-0.0877203175046688,600.0,0.0
-40.32312062089619,3.1617467915063555,6.251658878864671,-4.325706816574155,0.6736890961092747,-3.626259978883024,-0.7555766692138011,-5.644438684478288,2.1456633264233402,2.738119156700318,0.6105827935786428,-0.9800081200062962,-0.5759139909210258,0.554735064596426,-0.5171922431021381,600.0,2.0
-31.5978766159945,-6.0756920469737,-13.561308405777952,-3.3786397443544165,-0.02524952618295595,-1.777803808704999,0.8872684567598048,-2.319870750897199,-1.6813404067525366,-0.26228103042453,0.2671037935273697,-0.1722453701509289,1.7432180856146033,-0.791717587112452,1.1859580167776413,900.0,0.0
-46.61495565366704,13.008222232830128,-2.0068996599552453,-2.288168752118417,-1.6214463373151045,0.6436318199167683,0.47239260224475677,-0.044192184512090504,-1.9111913776058298,1.6601276329473562,-1.0703591646953137,-1.06713874368395,-0.2793575894986366,-0.5640979530127808,1.110439716423424,900.0,0.0
-65.39590270017187,6.279379760238748,0.6875759137991713,-4.093621477895966,0.3898788819843473,-0.7199142458451429,-0.8283790658505787,1.3670887427117548,-0.4064089739053838,-0.7535039984007008,1.4160478812519344,0.5562752486960916,-0.6359894966532598,-0.2214678433613575,0.18205284871349292,900.0,0.0
-67.82650254667132,-1.6809512754943867,2.233213331677505,2.4356291700891863,-1.9988384214831356,0.12563560879026303,1.4415540491289744,1.9575728201499678,-0.4586612528717069,0.18011825240818835,0.40362431980364377,-0.07192340103047101,-0.7241602175263839,-0.02321221950280772,0.3692405398338412,900.0,0.0
-40.477798213745174,10.60171316361562,-6.709493751285043,4.655961260963462,-0.7536295805648274,-0.14323948530333985,2.240554813142025,0.39321647555313777,1.7780853684101725,0.22456649563598619,1.967671706378651,0.306270303734693,-0.06033902201647812,0.11622288652131729,-0.4867048766639659,900.0,0.0
-56.593801680927626,2.824529335500813,-0.6459975328477952,1.1935314532820482,-4.418551341867716,0.6193626192458105,0.38693722758631444,1.0882419043876295,-0.1716824408512112,0.663179656304594,0.1848757199451656,-0.018682886491240003,-0.4214495646980646,-0.38696493430793355,-0.4371586239869254,900.0,0.0
-36.16577673790607,9.136148945942216,-1.0989283623504291,-1.9935820906107289,-3.7482955683482873,0.749284448641951,-1.3187133279083778,-0.1101386615177039,-0.9947566117977131,0.9919175181827304,-0.6534933188392207,-0.3434594403734364,-0.2898497613342809,-0.3205254419529212,0.6477286975468752,900.0,0.0
-43.924320715886275,12.995662173295813,-7.332040671444635,4.167779553385301,0.2839306055502764,-0.5492364691957676,3.1396152566178173,0.5054173986861412,1.7723086791446967,0.800384098260599,0.6101083906478872,0.5016467895789907,-0.19954235841506776,0.1535092791179764,-0.21729074563467776,900.0,0.0
-71.75553725037294,-16.069039272714633,-12.384029899372274,-0.4955436964628581,0.24638059125332745,0.6215989575695657,0.5842002911906303,-1.6718823183344647,0.2969173801324665,1.2872965861518284,0.6170929725296093,1.5308820864554535,2.6673320604343713,-1.2553151704959928,0.9031272926708453,1000.0,0.0
-62.894453084895225,-19.876442733572585,-10.279820649008307,0.305138868771863,-0.5151787393873208,0.9708025025740508,-1.91366659092902,-1.232219658223174,-0.10294306001742992,-0.7512799736352167,1.794202672002705,0.6913524937137168,2.1436852157683104,-0.7359697734550822,0.5814948846672241,900.0,0.0
-57.5880351834156,-11.122403113821152,13.872103015580677,7.302716939515366,2.945409309821464,0.3629894137590721,-1.2497230645288973,3.2649090110572967,-0.6881204574703172,-0.5668918453743346,0.32765848038664824,-1.1465104412839922,1.1144428511079747,0.3347119298098449,1.0073851687787085,600.0,2.0
-33.999113027065476,5.853836188375773,-0.5638522990024923,6.043199229829897,1.4300166366772658,1.8029761806614306,-1.1901288537813066,1.4937595152320329,-0.32841782487735216,0.2166026688869941,-0.8330328301625716,-0.3544674173617199,0.5998553354414828,-0.05012630955737307,-0.39053501250247713,600.0,0.0
-49.68688601252651,3.765463686034371,1.9788463161084735,-3.235200443384893,0.2922481603509697,1.1089307466068412,3.493406414145814,-3.8727031145552635,-1.7750573507210543,-0.8495836461655696,-0.29050982269047987,-1.5290240596965083,0.1621635955753581,1.812500811376748,0.30435379089429926,900.0,2.0
-36.81562492073388,-1.3278923096559625,4.827547166627987,-0.5601532811550876,0.6360785310363788,-4.2281762769656925,0.04413919820162987,-1.5525068081334599,-4.685291324924352,3.0361786496083685,3.5688922697246417,2.2241789066704696,-0.20566575693285416,1.4202061006425426,-0.16533162156128256,600.0,2.0
-48.09782901505869,7.447553145696699,-1.786140854488914,-4.363860093108126,-3.9321721001837115,-0.6495994547008536,-1.4722177075896705,0.20258822768436957,0.4733978609976601,0.313771972081356,-1.8705848758363994,0.7124318137598933,0.9337384788469618,-0.1364507775396585,-1.055242035576076,900.0,0.0
-46.00576567374212,6.8860549978165455,-0.31060846032110234,-0.44926494274228557,-4.392694164401106,4.062524560387636,-5.267210131618469,1.7858607584889405,1.5936673895756224,2.201855442539242,-1.5241133301105472,1.963926216773227,-0.3981362830497919,-0.694834169388366,-0.3291208362359015,600.0,0.0
-54.82904719465647,3.9634143240890802,5.182654685887789,-4.990039963515307,5.5774601555388905,0.22324359458178988,4.94733560690775,-2.929130933645922,-4.738328657282567,-4.494282729016389,2.0398552466968636,-0.26037417955282527,2.192319682287271,1.3995143640347176,-2.3935994325488608,900.0,2.0
-57.44024909273696,4.280257149205972,2.734120124357263,-3.878065578013846,1.6153859071572034,1.6518544798891224,0.3469966539799657,-0.6655869869476018,-1.2178534435508714,1.629819089028457,0.688803852631382,-1.4345890602318179,-0.3359266353014875,-0.6322764130105125,0.2096545354055026,900.0,2.0
-67.48330596816757,5.532838753284319,0.756948183520838,-5.238266948822639,-1.1441170592549792,1.1168668369191006,1.326779075923149,-3.0829155467021803,-1.6653157659446434,0.3915756752370647,0.7282311587619126,-2.2862439473009646,-0.45735451521634896,0.3022786996994846,-0.1631359561263075,600.0,2.0
-38.247703901935,9.713652494332399,-2.5601492137741837,0.8110470260899237,-3.1462366907072212,0.12361107081333744,-0.7857293118118016,1.3402163849505406,-0.9820034553305166,-0.330154623903714,-0.34411343940246053,0.38312655276579366,-0.6204193050195603,0.19636097307995093,0.6350127301145188,900.0,0.0
-58.35227246937599,-6.329389112718389,5.730269085325269,3.516916667559598,-3.421891417804689,-6.8540801493862435,-0.9175930823682543,-3.195228605993912,-3.289025548739177,-0.7463507842523673,2.810610748656373,0.332813591171242,-1.4593864546206925,-0.43930023385232564,-0.5159584715684717,600.0,2.0
-60.94683931262529,-3.2931289000916895,3.3465368229460273,-4.446460650759185,-2.9133611312921444,-0.41878815354818716,-2.234623539068924,0.9551531441216947,2.0046660909987635,-0.6170810421819266,1.003989430388787,0.9746076687389569,0.399237401227728,0.12979447844526393,-1.6358522930049135,900.0,0.0
-46.35707702080302,9.33283099474744,0.29463328500830777,-4.5980368112050005,1.620443724328835,0.4568675169331383,-1.241764146158619,0.04706135038750636,0.9057838064701387,1.0597221323976256,0.6506891844570648,0.2178147790070779,-0.7223124957726057,-0.5186380539260406,0.4821402011149676,900.0,0.0
-68.91164658701203,7.5558528376047045,-0.7416901214605494,-3.9693663391174994,-0.6610141894248258,-0.699377221492363,0.19717760789669414,0.9993629021411019,-0.7549316443363834,0.08859438132928132,-0.42528655855868713,0.3614804087790854,-0.5997643654438082,-0.3920219494914585,0.39066397730358915,900.0,0.0
-50.33995741284527,12.938190411194324,0.18472837449069424,-3.8488906160409284,7.373676017311766,-5.9597314700329855,0.9144993962937679,-1.3302883786351782,-1.0775674268949835,-1.5725171693274402,-1.0562848606162558,-2.052539152443935,1.0375557318069306,-1.4658887431695422,0.30120455924130596,900.0,2.0
